ground,sintetic,segmentation,bingmap
CVUSA_subset\streetview\0014052.jpg,BLURRED_name_train\0014052_generated.png,TRAIN_SEGMENTED\0014052_generated_segmented.png,CVUSA_subset\bingmap\input0014052.png
CVUSA_subset\streetview\0014058.jpg,BLURRED_name_train\0014058_generated.png,TRAIN_SEGMENTED\0014058_generated_segmented.png,CVUSA_subset\bingmap\input0014058.png
CVUSA_subset\streetview\0014060.jpg,BLURRED_name_train\0014060_generated.png,TRAIN_SEGMENTED\0014060_generated_segmented.png,CVUSA_subset\bingmap\input0014060.png
CVUSA_subset\streetview\0014066.jpg,BLURRED_name_train\0014066_generated.png,TRAIN_SEGMENTED\0014066_generated_segmented.png,CVUSA_subset\bingmap\input0014066.png
CVUSA_subset\streetview\0014070.jpg,BLURRED_name_train\0014070_generated.png,TRAIN_SEGMENTED\0014070_generated_segmented.png,CVUSA_subset\bingmap\input0014070.png
CVUSA_subset\streetview\0014072.jpg,BLURRED_name_train\0014072_generated.png,TRAIN_SEGMENTED\0014072_generated_segmented.png,CVUSA_subset\bingmap\input0014072.png
CVUSA_subset\streetview\0014084.jpg,BLURRED_name_train\0014084_generated.png,TRAIN_SEGMENTED\0014084_generated_segmented.png,CVUSA_subset\bingmap\input0014084.png
CVUSA_subset\streetview\0014097.jpg,BLURRED_name_train\0014097_generated.png,TRAIN_SEGMENTED\0014097_generated_segmented.png,CVUSA_subset\bingmap\input0014097.png
CVUSA_subset\streetview\0014117.jpg,BLURRED_name_train\0014117_generated.png,TRAIN_SEGMENTED\0014117_generated_segmented.png,CVUSA_subset\bingmap\input0014117.png
CVUSA_subset\streetview\0014129.jpg,BLURRED_name_train\0014129_generated.png,TRAIN_SEGMENTED\0014129_generated_segmented.png,CVUSA_subset\bingmap\input0014129.png
CVUSA_subset\streetview\0014130.jpg,BLURRED_name_train\0014130_generated.png,TRAIN_SEGMENTED\0014130_generated_segmented.png,CVUSA_subset\bingmap\input0014130.png
CVUSA_subset\streetview\0014131.jpg,BLURRED_name_train\0014131_generated.png,TRAIN_SEGMENTED\0014131_generated_segmented.png,CVUSA_subset\bingmap\input0014131.png
CVUSA_subset\streetview\0014141.jpg,BLURRED_name_train\0014141_generated.png,TRAIN_SEGMENTED\0014141_generated_segmented.png,CVUSA_subset\bingmap\input0014141.png
CVUSA_subset\streetview\0014148.jpg,BLURRED_name_train\0014148_generated.png,TRAIN_SEGMENTED\0014148_generated_segmented.png,CVUSA_subset\bingmap\input0014148.png
CVUSA_subset\streetview\0014158.jpg,BLURRED_name_train\0014158_generated.png,TRAIN_SEGMENTED\0014158_generated_segmented.png,CVUSA_subset\bingmap\input0014158.png
CVUSA_subset\streetview\0014160.jpg,BLURRED_name_train\0014160_generated.png,TRAIN_SEGMENTED\0014160_generated_segmented.png,CVUSA_subset\bingmap\input0014160.png
CVUSA_subset\streetview\0014173.jpg,BLURRED_name_train\0014173_generated.png,TRAIN_SEGMENTED\0014173_generated_segmented.png,CVUSA_subset\bingmap\input0014173.png
CVUSA_subset\streetview\0014174.jpg,BLURRED_name_train\0014174_generated.png,TRAIN_SEGMENTED\0014174_generated_segmented.png,CVUSA_subset\bingmap\input0014174.png
CVUSA_subset\streetview\0014188.jpg,BLURRED_name_train\0014188_generated.png,TRAIN_SEGMENTED\0014188_generated_segmented.png,CVUSA_subset\bingmap\input0014188.png
CVUSA_subset\streetview\0014190.jpg,BLURRED_name_train\0014190_generated.png,TRAIN_SEGMENTED\0014190_generated_segmented.png,CVUSA_subset\bingmap\input0014190.png
CVUSA_subset\streetview\0014194.jpg,BLURRED_name_train\0014194_generated.png,TRAIN_SEGMENTED\0014194_generated_segmented.png,CVUSA_subset\bingmap\input0014194.png
CVUSA_subset\streetview\0014204.jpg,BLURRED_name_train\0014204_generated.png,TRAIN_SEGMENTED\0014204_generated_segmented.png,CVUSA_subset\bingmap\input0014204.png
CVUSA_subset\streetview\0014209.jpg,BLURRED_name_train\0014209_generated.png,TRAIN_SEGMENTED\0014209_generated_segmented.png,CVUSA_subset\bingmap\input0014209.png
CVUSA_subset\streetview\0014214.jpg,BLURRED_name_train\0014214_generated.png,TRAIN_SEGMENTED\0014214_generated_segmented.png,CVUSA_subset\bingmap\input0014214.png
CVUSA_subset\streetview\0014220.jpg,BLURRED_name_train\0014220_generated.png,TRAIN_SEGMENTED\0014220_generated_segmented.png,CVUSA_subset\bingmap\input0014220.png
CVUSA_subset\streetview\0014223.jpg,BLURRED_name_train\0014223_generated.png,TRAIN_SEGMENTED\0014223_generated_segmented.png,CVUSA_subset\bingmap\input0014223.png
CVUSA_subset\streetview\0014230.jpg,BLURRED_name_train\0014230_generated.png,TRAIN_SEGMENTED\0014230_generated_segmented.png,CVUSA_subset\bingmap\input0014230.png
CVUSA_subset\streetview\0014231.jpg,BLURRED_name_train\0014231_generated.png,TRAIN_SEGMENTED\0014231_generated_segmented.png,CVUSA_subset\bingmap\input0014231.png
CVUSA_subset\streetview\0014238.jpg,BLURRED_name_train\0014238_generated.png,TRAIN_SEGMENTED\0014238_generated_segmented.png,CVUSA_subset\bingmap\input0014238.png
CVUSA_subset\streetview\0014239.jpg,BLURRED_name_train\0014239_generated.png,TRAIN_SEGMENTED\0014239_generated_segmented.png,CVUSA_subset\bingmap\input0014239.png
CVUSA_subset\streetview\0014244.jpg,BLURRED_name_train\0014244_generated.png,TRAIN_SEGMENTED\0014244_generated_segmented.png,CVUSA_subset\bingmap\input0014244.png
CVUSA_subset\streetview\0014250.jpg,BLURRED_name_train\0014250_generated.png,TRAIN_SEGMENTED\0014250_generated_segmented.png,CVUSA_subset\bingmap\input0014250.png
CVUSA_subset\streetview\0014264.jpg,BLURRED_name_train\0014264_generated.png,TRAIN_SEGMENTED\0014264_generated_segmented.png,CVUSA_subset\bingmap\input0014264.png
CVUSA_subset\streetview\0014273.jpg,BLURRED_name_train\0014273_generated.png,TRAIN_SEGMENTED\0014273_generated_segmented.png,CVUSA_subset\bingmap\input0014273.png
CVUSA_subset\streetview\0014307.jpg,BLURRED_name_train\0014307_generated.png,TRAIN_SEGMENTED\0014307_generated_segmented.png,CVUSA_subset\bingmap\input0014307.png
CVUSA_subset\streetview\0014323.jpg,BLURRED_name_train\0014323_generated.png,TRAIN_SEGMENTED\0014323_generated_segmented.png,CVUSA_subset\bingmap\input0014323.png
CVUSA_subset\streetview\0014324.jpg,BLURRED_name_train\0014324_generated.png,TRAIN_SEGMENTED\0014324_generated_segmented.png,CVUSA_subset\bingmap\input0014324.png
CVUSA_subset\streetview\0014337.jpg,BLURRED_name_train\0014337_generated.png,TRAIN_SEGMENTED\0014337_generated_segmented.png,CVUSA_subset\bingmap\input0014337.png
CVUSA_subset\streetview\0014341.jpg,BLURRED_name_train\0014341_generated.png,TRAIN_SEGMENTED\0014341_generated_segmented.png,CVUSA_subset\bingmap\input0014341.png
CVUSA_subset\streetview\0014349.jpg,BLURRED_name_train\0014349_generated.png,TRAIN_SEGMENTED\0014349_generated_segmented.png,CVUSA_subset\bingmap\input0014349.png
CVUSA_subset\streetview\0014358.jpg,BLURRED_name_train\0014358_generated.png,TRAIN_SEGMENTED\0014358_generated_segmented.png,CVUSA_subset\bingmap\input0014358.png
CVUSA_subset\streetview\0014359.jpg,BLURRED_name_train\0014359_generated.png,TRAIN_SEGMENTED\0014359_generated_segmented.png,CVUSA_subset\bingmap\input0014359.png
CVUSA_subset\streetview\0014362.jpg,BLURRED_name_train\0014362_generated.png,TRAIN_SEGMENTED\0014362_generated_segmented.png,CVUSA_subset\bingmap\input0014362.png
CVUSA_subset\streetview\0014368.jpg,BLURRED_name_train\0014368_generated.png,TRAIN_SEGMENTED\0014368_generated_segmented.png,CVUSA_subset\bingmap\input0014368.png
CVUSA_subset\streetview\0014370.jpg,BLURRED_name_train\0014370_generated.png,TRAIN_SEGMENTED\0014370_generated_segmented.png,CVUSA_subset\bingmap\input0014370.png
CVUSA_subset\streetview\0014371.jpg,BLURRED_name_train\0014371_generated.png,TRAIN_SEGMENTED\0014371_generated_segmented.png,CVUSA_subset\bingmap\input0014371.png
CVUSA_subset\streetview\0014372.jpg,BLURRED_name_train\0014372_generated.png,TRAIN_SEGMENTED\0014372_generated_segmented.png,CVUSA_subset\bingmap\input0014372.png
CVUSA_subset\streetview\0014375.jpg,BLURRED_name_train\0014375_generated.png,TRAIN_SEGMENTED\0014375_generated_segmented.png,CVUSA_subset\bingmap\input0014375.png
CVUSA_subset\streetview\0014376.jpg,BLURRED_name_train\0014376_generated.png,TRAIN_SEGMENTED\0014376_generated_segmented.png,CVUSA_subset\bingmap\input0014376.png
CVUSA_subset\streetview\0014379.jpg,BLURRED_name_train\0014379_generated.png,TRAIN_SEGMENTED\0014379_generated_segmented.png,CVUSA_subset\bingmap\input0014379.png
CVUSA_subset\streetview\0014382.jpg,BLURRED_name_train\0014382_generated.png,TRAIN_SEGMENTED\0014382_generated_segmented.png,CVUSA_subset\bingmap\input0014382.png
CVUSA_subset\streetview\0014392.jpg,BLURRED_name_train\0014392_generated.png,TRAIN_SEGMENTED\0014392_generated_segmented.png,CVUSA_subset\bingmap\input0014392.png
CVUSA_subset\streetview\0014404.jpg,BLURRED_name_train\0014404_generated.png,TRAIN_SEGMENTED\0014404_generated_segmented.png,CVUSA_subset\bingmap\input0014404.png
CVUSA_subset\streetview\0014412.jpg,BLURRED_name_train\0014412_generated.png,TRAIN_SEGMENTED\0014412_generated_segmented.png,CVUSA_subset\bingmap\input0014412.png
CVUSA_subset\streetview\0014431.jpg,BLURRED_name_train\0014431_generated.png,TRAIN_SEGMENTED\0014431_generated_segmented.png,CVUSA_subset\bingmap\input0014431.png
CVUSA_subset\streetview\0014438.jpg,BLURRED_name_train\0014438_generated.png,TRAIN_SEGMENTED\0014438_generated_segmented.png,CVUSA_subset\bingmap\input0014438.png
CVUSA_subset\streetview\0014441.jpg,BLURRED_name_train\0014441_generated.png,TRAIN_SEGMENTED\0014441_generated_segmented.png,CVUSA_subset\bingmap\input0014441.png
CVUSA_subset\streetview\0014443.jpg,BLURRED_name_train\0014443_generated.png,TRAIN_SEGMENTED\0014443_generated_segmented.png,CVUSA_subset\bingmap\input0014443.png
CVUSA_subset\streetview\0014460.jpg,BLURRED_name_train\0014460_generated.png,TRAIN_SEGMENTED\0014460_generated_segmented.png,CVUSA_subset\bingmap\input0014460.png
CVUSA_subset\streetview\0014468.jpg,BLURRED_name_train\0014468_generated.png,TRAIN_SEGMENTED\0014468_generated_segmented.png,CVUSA_subset\bingmap\input0014468.png
CVUSA_subset\streetview\0014474.jpg,BLURRED_name_train\0014474_generated.png,TRAIN_SEGMENTED\0014474_generated_segmented.png,CVUSA_subset\bingmap\input0014474.png
CVUSA_subset\streetview\0014478.jpg,BLURRED_name_train\0014478_generated.png,TRAIN_SEGMENTED\0014478_generated_segmented.png,CVUSA_subset\bingmap\input0014478.png
CVUSA_subset\streetview\0014486.jpg,BLURRED_name_train\0014486_generated.png,TRAIN_SEGMENTED\0014486_generated_segmented.png,CVUSA_subset\bingmap\input0014486.png
CVUSA_subset\streetview\0014488.jpg,BLURRED_name_train\0014488_generated.png,TRAIN_SEGMENTED\0014488_generated_segmented.png,CVUSA_subset\bingmap\input0014488.png
CVUSA_subset\streetview\0014489.jpg,BLURRED_name_train\0014489_generated.png,TRAIN_SEGMENTED\0014489_generated_segmented.png,CVUSA_subset\bingmap\input0014489.png
CVUSA_subset\streetview\0014502.jpg,BLURRED_name_train\0014502_generated.png,TRAIN_SEGMENTED\0014502_generated_segmented.png,CVUSA_subset\bingmap\input0014502.png
CVUSA_subset\streetview\0014506.jpg,BLURRED_name_train\0014506_generated.png,TRAIN_SEGMENTED\0014506_generated_segmented.png,CVUSA_subset\bingmap\input0014506.png
CVUSA_subset\streetview\0014508.jpg,BLURRED_name_train\0014508_generated.png,TRAIN_SEGMENTED\0014508_generated_segmented.png,CVUSA_subset\bingmap\input0014508.png
CVUSA_subset\streetview\0014510.jpg,BLURRED_name_train\0014510_generated.png,TRAIN_SEGMENTED\0014510_generated_segmented.png,CVUSA_subset\bingmap\input0014510.png
CVUSA_subset\streetview\0014511.jpg,BLURRED_name_train\0014511_generated.png,TRAIN_SEGMENTED\0014511_generated_segmented.png,CVUSA_subset\bingmap\input0014511.png
CVUSA_subset\streetview\0014517.jpg,BLURRED_name_train\0014517_generated.png,TRAIN_SEGMENTED\0014517_generated_segmented.png,CVUSA_subset\bingmap\input0014517.png
CVUSA_subset\streetview\0014528.jpg,BLURRED_name_train\0014528_generated.png,TRAIN_SEGMENTED\0014528_generated_segmented.png,CVUSA_subset\bingmap\input0014528.png
CVUSA_subset\streetview\0014537.jpg,BLURRED_name_train\0014537_generated.png,TRAIN_SEGMENTED\0014537_generated_segmented.png,CVUSA_subset\bingmap\input0014537.png
CVUSA_subset\streetview\0014546.jpg,BLURRED_name_train\0014546_generated.png,TRAIN_SEGMENTED\0014546_generated_segmented.png,CVUSA_subset\bingmap\input0014546.png
CVUSA_subset\streetview\0014548.jpg,BLURRED_name_train\0014548_generated.png,TRAIN_SEGMENTED\0014548_generated_segmented.png,CVUSA_subset\bingmap\input0014548.png
CVUSA_subset\streetview\0014560.jpg,BLURRED_name_train\0014560_generated.png,TRAIN_SEGMENTED\0014560_generated_segmented.png,CVUSA_subset\bingmap\input0014560.png
CVUSA_subset\streetview\0014563.jpg,BLURRED_name_train\0014563_generated.png,TRAIN_SEGMENTED\0014563_generated_segmented.png,CVUSA_subset\bingmap\input0014563.png
CVUSA_subset\streetview\0014566.jpg,BLURRED_name_train\0014566_generated.png,TRAIN_SEGMENTED\0014566_generated_segmented.png,CVUSA_subset\bingmap\input0014566.png
CVUSA_subset\streetview\0014572.jpg,BLURRED_name_train\0014572_generated.png,TRAIN_SEGMENTED\0014572_generated_segmented.png,CVUSA_subset\bingmap\input0014572.png
CVUSA_subset\streetview\0014597.jpg,BLURRED_name_train\0014597_generated.png,TRAIN_SEGMENTED\0014597_generated_segmented.png,CVUSA_subset\bingmap\input0014597.png
CVUSA_subset\streetview\0014607.jpg,BLURRED_name_train\0014607_generated.png,TRAIN_SEGMENTED\0014607_generated_segmented.png,CVUSA_subset\bingmap\input0014607.png
CVUSA_subset\streetview\0014626.jpg,BLURRED_name_train\0014626_generated.png,TRAIN_SEGMENTED\0014626_generated_segmented.png,CVUSA_subset\bingmap\input0014626.png
CVUSA_subset\streetview\0014639.jpg,BLURRED_name_train\0014639_generated.png,TRAIN_SEGMENTED\0014639_generated_segmented.png,CVUSA_subset\bingmap\input0014639.png
CVUSA_subset\streetview\0014641.jpg,BLURRED_name_train\0014641_generated.png,TRAIN_SEGMENTED\0014641_generated_segmented.png,CVUSA_subset\bingmap\input0014641.png
CVUSA_subset\streetview\0014643.jpg,BLURRED_name_train\0014643_generated.png,TRAIN_SEGMENTED\0014643_generated_segmented.png,CVUSA_subset\bingmap\input0014643.png
CVUSA_subset\streetview\0014653.jpg,BLURRED_name_train\0014653_generated.png,TRAIN_SEGMENTED\0014653_generated_segmented.png,CVUSA_subset\bingmap\input0014653.png
CVUSA_subset\streetview\0014656.jpg,BLURRED_name_train\0014656_generated.png,TRAIN_SEGMENTED\0014656_generated_segmented.png,CVUSA_subset\bingmap\input0014656.png
CVUSA_subset\streetview\0014678.jpg,BLURRED_name_train\0014678_generated.png,TRAIN_SEGMENTED\0014678_generated_segmented.png,CVUSA_subset\bingmap\input0014678.png
CVUSA_subset\streetview\0014688.jpg,BLURRED_name_train\0014688_generated.png,TRAIN_SEGMENTED\0014688_generated_segmented.png,CVUSA_subset\bingmap\input0014688.png
CVUSA_subset\streetview\0014690.jpg,BLURRED_name_train\0014690_generated.png,TRAIN_SEGMENTED\0014690_generated_segmented.png,CVUSA_subset\bingmap\input0014690.png
CVUSA_subset\streetview\0014691.jpg,BLURRED_name_train\0014691_generated.png,TRAIN_SEGMENTED\0014691_generated_segmented.png,CVUSA_subset\bingmap\input0014691.png
CVUSA_subset\streetview\0014699.jpg,BLURRED_name_train\0014699_generated.png,TRAIN_SEGMENTED\0014699_generated_segmented.png,CVUSA_subset\bingmap\input0014699.png
CVUSA_subset\streetview\0014709.jpg,BLURRED_name_train\0014709_generated.png,TRAIN_SEGMENTED\0014709_generated_segmented.png,CVUSA_subset\bingmap\input0014709.png
CVUSA_subset\streetview\0014710.jpg,BLURRED_name_train\0014710_generated.png,TRAIN_SEGMENTED\0014710_generated_segmented.png,CVUSA_subset\bingmap\input0014710.png
CVUSA_subset\streetview\0014713.jpg,BLURRED_name_train\0014713_generated.png,TRAIN_SEGMENTED\0014713_generated_segmented.png,CVUSA_subset\bingmap\input0014713.png
CVUSA_subset\streetview\0014728.jpg,BLURRED_name_train\0014728_generated.png,TRAIN_SEGMENTED\0014728_generated_segmented.png,CVUSA_subset\bingmap\input0014728.png
CVUSA_subset\streetview\0014743.jpg,BLURRED_name_train\0014743_generated.png,TRAIN_SEGMENTED\0014743_generated_segmented.png,CVUSA_subset\bingmap\input0014743.png
CVUSA_subset\streetview\0014756.jpg,BLURRED_name_train\0014756_generated.png,TRAIN_SEGMENTED\0014756_generated_segmented.png,CVUSA_subset\bingmap\input0014756.png
CVUSA_subset\streetview\0014771.jpg,BLURRED_name_train\0014771_generated.png,TRAIN_SEGMENTED\0014771_generated_segmented.png,CVUSA_subset\bingmap\input0014771.png
CVUSA_subset\streetview\0014784.jpg,BLURRED_name_train\0014784_generated.png,TRAIN_SEGMENTED\0014784_generated_segmented.png,CVUSA_subset\bingmap\input0014784.png
CVUSA_subset\streetview\0014789.jpg,BLURRED_name_train\0014789_generated.png,TRAIN_SEGMENTED\0014789_generated_segmented.png,CVUSA_subset\bingmap\input0014789.png
CVUSA_subset\streetview\0014793.jpg,BLURRED_name_train\0014793_generated.png,TRAIN_SEGMENTED\0014793_generated_segmented.png,CVUSA_subset\bingmap\input0014793.png
CVUSA_subset\streetview\0014794.jpg,BLURRED_name_train\0014794_generated.png,TRAIN_SEGMENTED\0014794_generated_segmented.png,CVUSA_subset\bingmap\input0014794.png
CVUSA_subset\streetview\0014800.jpg,BLURRED_name_train\0014800_generated.png,TRAIN_SEGMENTED\0014800_generated_segmented.png,CVUSA_subset\bingmap\input0014800.png
CVUSA_subset\streetview\0014806.jpg,BLURRED_name_train\0014806_generated.png,TRAIN_SEGMENTED\0014806_generated_segmented.png,CVUSA_subset\bingmap\input0014806.png
CVUSA_subset\streetview\0014813.jpg,BLURRED_name_train\0014813_generated.png,TRAIN_SEGMENTED\0014813_generated_segmented.png,CVUSA_subset\bingmap\input0014813.png
CVUSA_subset\streetview\0014814.jpg,BLURRED_name_train\0014814_generated.png,TRAIN_SEGMENTED\0014814_generated_segmented.png,CVUSA_subset\bingmap\input0014814.png
CVUSA_subset\streetview\0014822.jpg,BLURRED_name_train\0014822_generated.png,TRAIN_SEGMENTED\0014822_generated_segmented.png,CVUSA_subset\bingmap\input0014822.png
CVUSA_subset\streetview\0014825.jpg,BLURRED_name_train\0014825_generated.png,TRAIN_SEGMENTED\0014825_generated_segmented.png,CVUSA_subset\bingmap\input0014825.png
CVUSA_subset\streetview\0014833.jpg,BLURRED_name_train\0014833_generated.png,TRAIN_SEGMENTED\0014833_generated_segmented.png,CVUSA_subset\bingmap\input0014833.png
CVUSA_subset\streetview\0014841.jpg,BLURRED_name_train\0014841_generated.png,TRAIN_SEGMENTED\0014841_generated_segmented.png,CVUSA_subset\bingmap\input0014841.png
CVUSA_subset\streetview\0014860.jpg,BLURRED_name_train\0014860_generated.png,TRAIN_SEGMENTED\0014860_generated_segmented.png,CVUSA_subset\bingmap\input0014860.png
CVUSA_subset\streetview\0014875.jpg,BLURRED_name_train\0014875_generated.png,TRAIN_SEGMENTED\0014875_generated_segmented.png,CVUSA_subset\bingmap\input0014875.png
CVUSA_subset\streetview\0014883.jpg,BLURRED_name_train\0014883_generated.png,TRAIN_SEGMENTED\0014883_generated_segmented.png,CVUSA_subset\bingmap\input0014883.png
CVUSA_subset\streetview\0014896.jpg,BLURRED_name_train\0014896_generated.png,TRAIN_SEGMENTED\0014896_generated_segmented.png,CVUSA_subset\bingmap\input0014896.png
CVUSA_subset\streetview\0014917.jpg,BLURRED_name_train\0014917_generated.png,TRAIN_SEGMENTED\0014917_generated_segmented.png,CVUSA_subset\bingmap\input0014917.png
CVUSA_subset\streetview\0014921.jpg,BLURRED_name_train\0014921_generated.png,TRAIN_SEGMENTED\0014921_generated_segmented.png,CVUSA_subset\bingmap\input0014921.png
